Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict?text=Absolutely+terrible+and+disappointing,219,0,18,24.394820315069097,16.957238000031793,260.3202540003622,110.9269406392694,1.2223639786076537,0.0,18,19,23,29,34,43,55,68,260,260,260
POST,/predict?text=Best+purchase+I+have+made+this+year,221,0,22,26.85140422625829,20.59777699969345,258.4095279999019,108.92307692307692,1.2335271199648012,0.0,22,22,27,30,39,43,54,56,260,260,260
POST,/predict?text=Completely+useless+and+broken,216,0,19,22.94734531480984,17.187469999953464,69.22512699975414,102.92129629629629,1.2056192665719325,0.0,19,20,28,30,34,37,49,54,69,69,69
POST,/predict?text=Highly+recommended+to+everyone,227,0,18,21.732902105718555,17.126299000210565,56.00069299998722,103.86784140969164,1.2670165440362438,0.0,18,19,22,25,33,39,45,49,56,56,56
POST,/predict?text=I+love+this+product+very+much,204,0,21,27.17282387746701,19.380716999876313,262.38559900002656,102.90686274509804,1.1386404184290473,0.0,21,22,29,32,38,41,50,59,260,260,260
POST,/predict?text=Not+bad+at+all%2C+actually+quite+good,236,0,23,28.36921059322052,21.911136000198894,273.291787999824,108.92796610169492,1.3172506801434076,0.0,23,24,29,33,39,49,61,73,270,270,270
POST,/predict?text=This+is+the+worst+experience+ever,201,0,21,25.390594139301797,19.363743000212708,262.56387100011125,106.8905472636816,1.121895706393326,0.0,21,21,22,29,37,41,53,57,260,260,260
POST,/predict?text=This+movie+is+absolutely+wonderful,221,0,20,27.208436054294342,18.167030999848066,268.23953300026915,107.89592760180996,1.2335271199648012,0.0,20,20,29,32,36,42,57,260,270,270,270
,Aggregated,1745,0,21,25.513802240689,16.957238000031793,273.291787999824,106.70716332378224,9.739840834111213,0.0,21,23,26,30,36,42,54,62,270,270,270
