Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,145941,127889,10,11.793779042846193,4.725953000161098,219.87953699999707,83.68013786393132,814.2338613782476,713.5181634893738,10,11,12,13,18,27,34,44,61,99,220
,Aggregated,145941,127889,10,11.793779042846193,4.725953000161098,219.87953699999707,83.68013786393132,814.2338613782476,713.5181634893738,10,11,12,13,18,27,34,44,61,99,220
