Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,61767,55749,31,35.38325234518466,16.04876100009278,533.3395830000427,84.76116696617935,1035.0796742688779,934.2311713506513,31,35,38,44,52,58,70,78,160,510,530
,Aggregated,61767,55749,31,35.38325234518466,16.04876100009278,533.3395830000427,84.76116696617935,1035.0796742688779,934.2311713506513,31,35,38,44,52,58,70,78,160,510,530
