Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,30684,27719,31,35.235413156367834,16.473214000143344,518.5484940000151,84.79523530178595,1046.910195079458,945.7470896039465,31,34,39,45,51,56,69,77,470,510,520
,Aggregated,30684,27719,31,35.235413156367834,16.473214000143344,518.5484940000151,84.79523530178595,1046.910195079458,945.7470896039465,31,34,39,45,51,56,69,77,470,510,520
