Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2177,0,22,27.038950975195682,13.537487000007786,917.2637039999927,46.0,36.87583034933645,0.0,22,27,35,37,40,41,43,52,73,920,920
,Aggregated,2177,0,22,27.038950975195682,13.537487000007786,917.2637039999927,46.0,36.87583034933645,0.0,22,27,35,37,40,41,43,52,73,920,920
